UserID,Age,Gender,Country,State/Territory,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?"
1594,28,Male,United Kingdom,Not Applicable,Yes,Yes,Yes
1595,29,Male,United Kingdom,Not Applicable,Did Not Answer,No,Yes
1596,40,Male,United States,New York,No,No,No
1597,25,Female,United States,Michigan,Yes,Yes,Yes
1598,29,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1599,29,Female,United States,Minnesota,Yes,Yes,Yes
1600,35,Male,Netherlands,Not Applicable,Yes,Yes,No
1601,25,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1602,43,Male,United States,Virginia,Yes,No,No
1603,26,Male,Ireland,Not Applicable,Did Not Answer,No,No
1604,31,Male,Germany,Not Applicable,No,No,No
1605,31,Female,United States,Illinois,Yes,Yes,I don't know
1606,45,Female,United States,Texas,No,No,No
1607,23,Male,Italy,Not Applicable,No,No,No
1608,39,Male,United States,Rhode Island,No,I don't know,No
1609,27,Female,United States,Illinois,No,No,No
1610,28,Male,United States,Illinois,No,No,No
1611,36,Male,United States,Pennsylvania,No,I don't know,No
1612,22,Male,Germany,Not Applicable,No,No,No
1613,51,Male,United States,California,No,I don't know,No
1614,39,Male,Denmark,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1615,36,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1616,28,Male,United States,Kansas,No,No,No
1617,40,Male,United States,Illinois,No,Yes,No
1618,35,Female,United States,Minnesota,Yes,Yes,Yes
1619,38,Male,United States,California,Yes,No,No
1620,29,Male,United States,Michigan,No,No,No
1621,43,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1622,31,Female,United States,Oregon,No,I don't know,No
1623,45,Male,United States,Vermont,No,No,No
1624,26,Male,United States,Texas,No,I don't know,No
1625,42,Male,United States,Maryland,Yes,Yes,Yes
1626,28,Female,United States,New York,No,Yes,Yes
1627,28,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1628,39,Female,United States,California,No,Yes,Yes
1629,34,Male,United States,New York,No,No,No
1630,28,Female,United States,Pennsylvania,No,Yes,No
1631,35,Female,United States,California,Yes,I don't know,I don't know
1632,42,Male,Canada,Not Applicable,No,No,No
1633,99,Other,United States,Michigan,No,I don't know,No
1634,29,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1635,34,Male,Finland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1636,28,Male,Canada,Not Applicable,No,I don't know,No
1637,22,Female,Russia,Not Applicable,No,No,Yes
1638,28,Female,United States,California,Yes,Yes,No
1639,26,Female,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1640,21,Female,Australia,Not Applicable,No,Yes,Yes
1641,38,Male,Netherlands,Not Applicable,No,No,No
1642,33,Male,United States,California,Yes,Yes,Yes
1643,28,Female,United States,California,No,Yes,Yes
1644,32,Male,United States,California,Yes,Yes,Yes
1645,24,Female,Australia,Not Applicable,Did Not Answer,No,No
1646,35,Male,United States,California,No,I don't know,No
1647,41,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1648,38,Female,United States,New Jersey,Did Not Answer,Did Not Answer,Did Not Answer
1649,24,Female,United States,New York,No,I don't know,No
1650,30,Male,United States,Illinois,Yes,I don't know,No
1651,47,Female,United States,California,Yes,Yes,I don't know
1652,26,Female,United States,Washington,No,Yes,I don't know
1653,32,Male,United States,Florida,Yes,I don't know,No
1654,32,Male,United States,California,No,Yes,No
1655,37,Male,United States,New York,No,Yes,I don't know
1656,33,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1657,28,Female,United Kingdom,Not Applicable,Did Not Answer,No,No
1658,22,Male,Netherlands,Not Applicable,No,I don't know,Yes
1659,30,Male,United States,California,No,Yes,Yes
1660,42,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1661,34,Male,United States,California,No,I don't know,No
1662,32,Male,United States,California,Yes,No,No
1663,37,Male,United Kingdom,Not Applicable,No,No,No
1664,31,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1665,31,Male,United States,Florida,No,No,Yes
1666,26,Male,Colombia,Not Applicable,No,No,No
1667,30,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1668,36,Male,United States,Minnesota,Yes,I don't know,No
1669,38,Male,United States,Missouri,No,No,No
1670,24,Male,United States,Alabama,Yes,No,No
1671,26,Male,United States,California,No,I don't know,No
1672,37,Male,United States,California,No,I don't know,Yes
1673,27,Female,United Kingdom,Not Applicable,No,No,No
1674,32,Male,Switzerland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1675,32,Male,Netherlands,Not Applicable,No,I don't know,Yes
1676,30,Male,Netherlands,Not Applicable,No,Yes,No
1677,26,Female,Germany,Not Applicable,No,No,Yes
1678,27,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1679,27,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1680,29,Male,Colombia,Not Applicable,No,No,No
1681,26,Other,Germany,Not Applicable,Yes,Yes,Yes
1682,23,Female,United States,California,No,No,No
1683,30,Male,United States,California,Yes,Yes,Yes
1684,40,Male,United States,Indiana,No,Yes,I don't know
1685,46,Male,United States,California,No,I don't know,No
1686,26,Male,United States,Colorado,No,I don't know,No
1687,30,Male,United States,California,Yes,Yes,Yes
1688,27,Female,Canada,Not Applicable,No,No,No
1689,35,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1690,26,Female,United States,California,Yes,Yes,No
1691,35,Male,Australia,Not Applicable,No,I don't know,I don't know
1692,29,Male,Netherlands,Not Applicable,No,No,No
1693,34,Male,United Kingdom,Not Applicable,Did Not Answer,Yes,Yes
1694,27,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1695,39,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1696,27,Male,United Kingdom,Not Applicable,Did Not Answer,I don't know,I don't know
1697,31,Male,Czech Republic,Not Applicable,No,No,No
1698,26,Male,United Kingdom,Not Applicable,No,No,No
1699,44,Male,United States,North Carolina,No,I don't know,No
1700,27,Male,United States,California,No,No,I don't know
1701,57,Female,United States,Iowa,No,No,No
1702,34,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1703,38,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1704,55,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1705,28,Male,Costa Rica,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1706,35,Male,United States,Michigan,No,No,No
1707,26,Male,United States,New York,No,I don't know,No
1708,22,Female,United States,New York,No,Yes,Yes
1709,31,Male,United States,California,No,I don't know,No
1710,31,Male,United Kingdom,Not Applicable,No,No,No
1711,40,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1712,26,Male,United States,New York,Yes,Yes,No
1713,36,Male,United States,Georgia,Did Not Answer,No,No
1714,33,Male,United States,Illinois,Yes,No,No
1715,24,Female,United States,New York,No,No,Yes
1716,22,Male,Vietnam,Not Applicable,No,No,No
1717,33,Male,United States,Indiana,Yes,Yes,No
1718,37,Female,United States,California,No,I don't know,No
1719,29,Male,United States,Washington,No,I don't know,No
1720,38,Male,United States,Tennessee,Did Not Answer,No,Yes
1721,33,Male,United States,Minnesota,Did Not Answer,No,No
1722,44,Female,Canada,Not Applicable,No,No,No
1723,23,Male,United States,Minnesota,No,No,No
1724,30,Male,United States,Nebraska,Did Not Answer,Did Not Answer,Did Not Answer
1725,30,Male,United States,Tennessee,No,No,No
1726,28,Male,United States,Nebraska,No,No,No
1727,39,Male,United States,West Virginia,Yes,No,No
1728,24,Female,United States,California,No,No,No
1729,27,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1730,35,Male,United States,Tennessee,Yes,Yes,Yes
1731,23,Male,United States,Nebraska,No,I don't know,No
1732,37,Male,United States,Tennessee,No,Yes,I don't know
1733,35,Male,United States,Tennessee,No,No,No
1734,27,Male,United States,Tennessee,Yes,No,No
1735,27,Female,United States,Nevada,No,No,No
1736,27,Female,United States,Nebraska,No,Yes,No
1737,42,Male,United States,Nebraska,No,No,No
1738,32,Male,United States,Illinois,No,No,No
1739,26,Male,Finland,Not Applicable,No,No,No
1740,28,Male,Bulgaria,Not Applicable,No,I don't know,No
1741,28,Male,United States,Nebraska,No,No,No
1742,32,Male,United States,Nebraska,No,Yes,No
1743,43,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1744,34,Male,United States,Indiana,No,Yes,Yes
1745,61,Female,United States,Colorado,No,I don't know,No
1746,50,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1747,38,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1748,51,Male,Germany,Not Applicable,No,I don't know,I don't know
1749,38,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1750,34,Male,United States,Pennsylvania,No,I don't know,I don't know
1751,43,Male,United States,Maryland,Did Not Answer,No,No
1752,43,Female,United States,California,No,Yes,No
1753,44,Male,United States,California,No,No,Yes
1754,35,Male,United States,California,No,I don't know,No
1755,50,Male,United States,Texas,Yes,I don't know,No
1756,29,Male,United States,Minnesota,Yes,No,No
1757,29,Male,United States,New York,Yes,No,Yes
1758,36,Male,Canada,Not Applicable,No,I don't know,No
1759,33,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1760,50,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1761,46,Male,United States,Virginia,No,I don't know,No
1762,44,Female,New Zealand,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1763,23,Other,United States,Oregon,No,I don't know,No
1764,41,Male,United States,Washington,No,No,No
1765,31,Male,Canada,Not Applicable,No,I don't know,Yes
1766,55,Male,United States,Illinois,Yes,No,No
1767,34,Male,United States,Michigan,Did Not Answer,No,No
1768,28,Female,United States,Michigan,Yes,No,No
1769,33,Male,United States,Florida,No,No,No
1770,29,Male,United States,California,No,Yes,No
1771,33,Female,United States,Tennessee,No,Yes,Yes
1772,28,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1773,28,Male,United States,California,Yes,Yes,Yes
1774,32,Male,United States,California,No,Yes,Yes
1775,36,Female,United States,Oregon,Yes,No,No
1776,45,Male,United Kingdom,Not Applicable,No,I don't know,Yes
1777,29,Male,Lithuania,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1778,23,Male,France,Not Applicable,No,Yes,Yes
1779,54,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1780,61,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1781,29,Female,United States,Illinois,No,No,No
1782,31,Male,Australia,Not Applicable,Did Not Answer,I don't know,No
1783,37,Male,United States,New Jersey,Did Not Answer,Did Not Answer,Did Not Answer
1784,29,Male,Germany,Not Applicable,No,No,No
1785,28,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1786,30,Male,United Kingdom,Not Applicable,No,No,No
1787,55,Male,United Kingdom,Not Applicable,No,Yes,Yes
1788,38,Female,United States,Massachusetts,No,No,No
1789,20,Male,Canada,Not Applicable,No,I don't know,No
1790,25,Male,United States,California,Yes,I don't know,No
1791,22,Male,Spain,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1792,35,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1793,27,Male,United States,Indiana,No,No,No
1794,24,Male,United States,Tennessee,Did Not Answer,No,No
1795,39,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1796,29,Male,Brazil,Not Applicable,No,No,No
1797,40,Female,United States,Texas,No,No,No
1798,30,Male,United States,Georgia,No,No,No
1799,32,Male,Canada,Not Applicable,No,No,No
1800,34,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1801,35,Female,Canada,Not Applicable,No,I don't know,I don't know
1802,30,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1803,36,Male,United Kingdom,Not Applicable,No,No,No
1804,26,Male,Sweden,Not Applicable,No,No,I don't know
1805,31,Female,Netherlands,Not Applicable,No,I don't know,Yes
1806,33,Male,South Africa,Not Applicable,Did Not Answer,Yes,Yes
1807,30,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1808,46,Male,United Kingdom,Not Applicable,No,No,No
1809,32,Male,United States,Colorado,No,Yes,No
1810,34,Male,United States,Oregon,No,Yes,I don't know
1811,41,Male,United States,Tennessee,No,I don't know,No
1812,32,Male,United States,Wisconsin,No,I don't know,No
1813,47,Male,United States,Pennsylvania,No,Yes,I don't know
1814,29,Male,United States,Missouri,No,I don't know,No
1815,36,Male,United States,California,No,I don't know,Yes
1816,32,Male,United States,Colorado,Yes,No,No
1817,29,Male,United States,California,No,I don't know,No
1818,22,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1819,32,Female,United States,Florida,Yes,No,No
1820,19,Female,United States,Florida,No,No,No
1821,30,Male,South Africa,Not Applicable,Did Not Answer,No,No
1822,32,Other,United States,Washington,No,I don't know,No
1823,22,Male,United States,California,No,I don't know,I don't know
1824,30,Male,Poland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1825,323,Male,United States,Oregon,No,I don't know,I don't know
1826,33,Male,Slovakia,Not Applicable,No,No,No
1827,48,Female,United Kingdom,Not Applicable,No,No,No
1828,45,Male,Germany,Not Applicable,No,No,No
1829,28,Male,United Kingdom,Not Applicable,No,Yes,Yes
1830,44,Male,United States,Oregon,No,I don't know,I don't know
1831,31,Male,United States,Washington,Did Not Answer,No,No
1832,31,Female,United States,Pennsylvania,No,No,No
1833,29,Male,United States,New York,No,I don't know,Yes
1834,26,Male,United States,Texas,Yes,I don't know,No
1835,35,Female,United States,Indiana,Yes,I don't know,Yes
1836,44,Male,Austria,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1837,45,Male,United States,North Carolina,No,I don't know,No
1838,22,Female,United States,North Carolina,No,I don't know,No
1839,34,Male,United States,Michigan,Yes,No,No
1840,35,Male,United Kingdom,Not Applicable,No,No,No
1841,39,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1842,26,Male,Denmark,Not Applicable,Yes,No,No
1843,41,Male,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
1844,24,Male,Australia,Not Applicable,No,I don't know,I don't know
1845,24,Male,United States,Louisiana,No,I don't know,No
1846,34,Male,United States,Florida,Yes,No,No
1847,36,Male,Australia,Not Applicable,Did Not Answer,No,No
1848,41,Male,Australia,Not Applicable,Yes,I don't know,I don't know
1849,21,Male,United States,South Carolina,No,No,No
1850,33,Male,Bangladesh,Not Applicable,No,I don't know,No
1851,32,Male,India,Not Applicable,No,No,No
1852,62,Female,United States,North Carolina,Yes,Yes,No
1853,37,Male,United States,Pennsylvania,Yes,No,No
1854,32,Male,United States,South Dakota,No,No,No
1855,31,Male,United States,Illinois,Yes,I don't know,I don't know
1856,28,Male,United States,California,No,I don't know,No
1857,48,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1858,40,Male,Algeria,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1859,29,Male,Norway,Not Applicable,Yes,I don't know,No
1860,33,Male,Germany,Not Applicable,Yes,Yes,Yes
1861,27,Male,Finland,Not Applicable,No,No,Yes
1862,24,Male,Australia,Not Applicable,Did Not Answer,No,No
1863,28,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1864,42,Male,United States,Maryland,Yes,No,Yes
1865,28,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1866,40,Male,Canada,Not Applicable,No,I don't know,No
1867,32,Female,United States,Washington,No,Yes,No
1868,33,Male,United States,Colorado,Did Not Answer,Did Not Answer,Did Not Answer
1869,40,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1870,26,Male,United States,Kansas,Yes,No,No
1871,39,Female,United States,California,No,I don't know,No
1872,38,Male,United Kingdom,Not Applicable,Did Not Answer,Yes,Yes
1873,34,Male,United States,Colorado,No,I don't know,No
1874,44,Male,Netherlands,Not Applicable,Did Not Answer,No,No
1875,54,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1876,24,Male,Pakistan,Not Applicable,No,No,No
1877,31,Male,United States,Minnesota,Yes,Yes,Yes
1878,47,Male,United States,Pennsylvania,Yes,I don't know,I don't know
1879,30,Male,Australia,Not Applicable,Did Not Answer,Yes,Yes
1880,34,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
1881,29,Other,United States,New York,No,Yes,Yes
1882,27,Male,United States,Missouri,No,I don't know,No
1883,29,Male,United States,Michigan,No,Yes,Yes
1884,43,Female,United States,Maryland,Did Not Answer,Did Not Answer,Did Not Answer
1885,31,Other,United States,Illinois,No,No,No
1886,27,Male,Norway,Not Applicable,No,No,No
1887,29,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1888,29,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1889,42,Male,United States,New Hampshire,No,Yes,No
1890,26,Female,United States,Illinois,No,No,No
1891,26,Male,Switzerland,Not Applicable,No,Yes,Yes
1892,34,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1893,24,Male,United States,Kansas,Yes,No,Yes
1894,25,Male,United States,Kansas,No,Yes,Yes
1895,22,Male,United States,Kansas,Yes,No,No
1896,33,Male,United States,Illinois,No,I don't know,No
1897,53,Male,United States,Arizona,No,Yes,No
1898,32,Male,Canada,Not Applicable,Yes,No,No
1899,32,Male,United States,Minnesota,Did Not Answer,No,No
1900,55,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1901,27,Male,France,Not Applicable,No,No,No
1902,34,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1903,26,Male,United States,Colorado,Did Not Answer,No,No
1904,25,Other,United States,Oregon,No,No,No
1905,39,Male,United Kingdom,Not Applicable,Yes,Yes,Yes
1906,32,Male,United States,Kansas,No,I don't know,Yes
1907,46,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1908,52,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1909,33,Other,United Kingdom,Not Applicable,No,Yes,Yes
1910,58,Male,United States,Minnesota,No,I don't know,I don't know
1911,30,Male,Canada,Not Applicable,No,No,No
1912,46,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1913,45,Male,United States,Washington,No,I don't know,I don't know
1914,26,Female,Canada,Not Applicable,Did Not Answer,No,No
1915,22,Male,United States,Pennsylvania,Yes,Yes,No
1916,21,Male,United States,Kansas,No,I don't know,No
1917,3,Male,Canada,Not Applicable,No,Yes,Yes
1918,34,Male,United States,Kansas,No,Yes,Yes
1919,25,Female,United States,Kansas,No,I don't know,Yes
1920,27,Male,United States,Illinois,No,No,No
1921,25,Female,United States,Washington,No,No,No
1922,33,Male,United Kingdom,Not Applicable,Yes,Yes,Yes
1923,26,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1924,36,Female,United States,Oklahoma,No,No,No
1925,26,Male,United Kingdom,Not Applicable,No,I don't know,I don't know
1926,34,Male,United States,Minnesota,No,No,No
1927,34,Male,United States,Oklahoma,Yes,No,No
1928,25,Male,United States,Pennsylvania,Yes,Yes,No
1929,33,Female,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1930,27,Female,Canada,Not Applicable,Yes,No,No
1931,24,Female,Canada,Not Applicable,No,No,No
1932,47,Female,United States,Washington,No,I don't know,No
1933,37,Male,United States,Indiana,No,Yes,No
1934,35,Other,United States,Illinois,No,I don't know,No
1935,30,Male,United States,Pennsylvania,Yes,No,No
1936,42,Male,United States,Tennessee,No,Yes,Yes
1937,36,Female,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1938,31,Male,United States,Pennsylvania,No,Yes,No
1939,28,Female,United States,Massachusetts,No,No,Yes
1940,36,Female,United States,Indiana,Yes,Yes,Yes
1941,36,Female,United States,Tennessee,Yes,No,No
1942,32,Male,Canada,Not Applicable,No,No,No
1943,42,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
1944,41,Female,United States,Colorado,No,No,No
1945,36,Male,Sweden,Not Applicable,Yes,Yes,No
1946,23,Male,United States,Wisconsin,Yes,Yes,Yes
1947,54,Female,United States,Texas,Yes,Yes,Yes
1948,34,Female,United States,Illinois,No,Yes,Yes
1949,36,Male,Netherlands,Not Applicable,No,No,No
1950,27,Male,United States,Virginia,Yes,No,No
1951,32,Male,United States,Rhode Island,Yes,I don't know,No
1952,21,Male,Germany,Not Applicable,Yes,No,No
1953,44,Male,United States,Michigan,No,Yes,Yes
1954,33,Male,United States,Minnesota,No,I don't know,I don't know
1955,38,Male,United Kingdom,Not Applicable,No,I don't know,No
1956,38,Male,Ireland,Not Applicable,No,Yes,Yes
1957,38,Female,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1958,22,Female,Brazil,Not Applicable,No,I don't know,No
1959,33,Other,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1960,27,Female,Canada,Not Applicable,No,No,No
1961,55,Female,United States,Vermont,Did Not Answer,Did Not Answer,Did Not Answer
1962,66,Male,United States,Maine,No,No,No
1963,25,Male,United States,New Jersey,No,No,No
1964,22,Male,Netherlands,Not Applicable,Did Not Answer,No,No
1965,29,Male,Brazil,Not Applicable,No,No,No
1966,33,Male,New Zealand,Not Applicable,No,Yes,Yes
1967,27,Male,Sweden,Not Applicable,No,No,No
1968,44,Male,United States,Tennessee,No,I don't know,No
1969,38,Male,Bulgaria,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1970,32,Male,United States,New Hampshire,No,I don't know,No
1971,59,Female,United States,Ohio,No,Yes,Yes
1972,43,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1973,55,Female,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1974,32,Male,United States,California,Yes,I don't know,I don't know
1975,41,Male,United Kingdom,Not Applicable,Did Not Answer,Yes,No
1976,38,Female,United States,Washington,No,Yes,No
1977,46,Male,United States,Colorado,Did Not Answer,Did Not Answer,Did Not Answer
1978,43,Male,United Kingdom,Not Applicable,No,Yes,Yes
1979,29,Female,United States,Pennsylvania,Yes,Yes,No
1980,42,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
1981,25,Female,United States,Colorado,No,I don't know,Yes
1982,49,Male,Afghanistan,Not Applicable,Yes,No,Yes
1983,36,Male,Pakistan,Not Applicable,No,No,Yes
1984,30,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1985,28,Male,United States,Oregon,No,I don't know,No
1986,37,Male,United States,Texas,No,No,No
1987,23,Female,United States,Ohio,Yes,No,No
1988,37,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1989,42,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1990,32,Male,United States,Minnesota,Yes,Yes,Yes
1991,28,Male,Canada,Not Applicable,Did Not Answer,I don't know,I don't know
1992,28,Male,United Kingdom,Not Applicable,No,I don't know,No
1993,29,Male,United States,California,Yes,I don't know,No
1994,35,Male,United States,Georgia,No,I don't know,No
1995,31,Female,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
1996,46,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1997,19,Male,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
1998,35,Male,Sweden,Not Applicable,No,Yes,Yes
1999,31,Male,United Kingdom,Not Applicable,No,Yes,No
2000,31,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
2001,37,Male,Canada,Not Applicable,Yes,Yes,Yes
2002,34,Female,United States,Oklahoma,No,Yes,Yes
2003,39,Female,United States,California,Yes,No,No
2004,29,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
2005,29,Female,United States,Pennsylvania,Yes,No,No
2006,63,Male,United States,Maryland,No,Yes,No
2007,45,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2008,35,Male,Greece,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2009,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2010,44,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
2011,28,Other,United Kingdom,Not Applicable,Did Not Answer,No,No
2012,39,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2013,55,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
2014,33,Female,United States,Connecticut,Did Not Answer,Did Not Answer,Did Not Answer
2015,19,Male,India,Not Applicable,No,No,No
2016,40,Male,United States,California,No,No,No
2017,49,Female,United States,Illinois,Yes,Yes,Yes
2018,27,Female,Australia,Not Applicable,Did Not Answer,Yes,Yes
2019,39,Male,United States,Missouri,Yes,Yes,No
2020,35,Male,United Kingdom,Not Applicable,No,Yes,Yes
2021,35,Male,United States,Texas,No,I don't know,No
2022,42,Female,United States,Texas,No,No,No
2023,35,Male,Canada,Not Applicable,Yes,No,Yes
2024,31,Female,United States,Texas,No,I don't know,No
2025,44,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2026,39,Male,United States,Georgia,Yes,No,No
2027,32,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2028,45,Male,New Zealand,Not Applicable,No,I don't know,No
2029,31,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
2030,47,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
2031,29,Male,United States,Maryland,No,No,No
2032,20,Male,United States,New York,No,No,No
2033,34,Male,United States,Washington,Did Not Answer,I don't know,No
2034,33,Other,United Kingdom,Not Applicable,Did Not Answer,Yes,Yes
2035,56,Female,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
2036,35,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2037,31,Male,United States,California,Yes,I don't know,No
2038,36,Male,United States,Texas,Yes,Yes,Yes
2039,30,Male,United States,California,Yes,Yes,No
2040,44,Female,United States,Texas,No,I don't know,No
2041,23,Female,United States,Texas,No,No,No
2042,46,Male,United States,Missouri,No,Yes,No
2043,33,Female,United States,Maine,Yes,No,No
2044,32,Female,United States,California,Yes,No,No
2045,45,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2046,26,Male,United States,Illinois,No,No,No
2047,32,Female,United States,New Mexico,Did Not Answer,Did Not Answer,Did Not Answer
2048,28,Male,United States,Oregon,No,I don't know,No
2049,44,Male,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
2050,42,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2051,30,Male,United States,California,No,Yes,I don't know
2052,28,Female,United States,Washington,No,I don't know,No
2053,31,Male,Canada,Not Applicable,Yes,I don't know,I don't know
2054,29,Male,United States,Ohio,No,No,No
2055,33,Male,United States,Texas,No,No,No
2056,43,Female,United States,Maryland,Yes,Yes,I don't know
2057,28,Male,Australia,Not Applicable,No,Yes,Yes
2058,42,Other,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
2059,38,Male,United States,California,No,No,No
